Number	Genename	Locus	Count	Xenbase_ID
gene23626	Xelaev18042034m	chr8S		
gene23627	Xetrov90030949m.L	chr2L		
gene23628	Xelaev18022562m	chr4L		
gene23629	Xelaev18031756m	chr6L		
gene23630	Xelaev18018225m	chr3L		
gene23631	Xelaev18001266m	Scaffold21313		
gene23632	Xelaev18000260m	Scaffold128		
gene23633	Xelaev18043855m	chr9_10L		
gene23634	Xelaev18006716m	chr1L		
gene23635	Xelaev18017854m	chr3L		
gene23636	Xelaev18002684m	Scaffold34		
gene23637	Xelaev18007485m	chr1L		
gene23638	Xelaev18035271m	chr7L		
gene23639	Xelaev18014732m	chr2S		
gene23640	Xelaev18041796m	chr8S		
gene23641	Xelaev18018945m	chr3L		
gene23642	Xelaev18032307m	chr6L		
gene23643	tmem52b.L	chr7L		
gene23644	Xelaev18035075m	chr7L		
gene23645	Xelaev18035766m	chr7L		
gene23646	Xelaev18033211m	chr6S		
gene23647	Xelaev18016189m	chr2S		
gene23648	Xelaev18012166m	chr2L		
gene23649	Xelaev18003516m	Scaffold49		
gene23650	Xelaev18042063m	chr8S		
gene23651	Xelaev18020011m	chr3S		
gene23652	Xelaev18000927m	Scaffold20		
gene23653	Xelaev18001879m	Scaffold2417		
gene23654	Xelaev18045760m	chr9_10L		
gene23655	LOC101731950.L	chr5L		
gene23656	Xelaev18037263m	chr7S		
gene23657	Xelaev18001787m	Scaffold24		
gene23658	Xelaev18015522m	chr2S		
gene23659	Xelaev18008282m	chr1L		
gene23660	Xelaev18002435m	Scaffold30160		
gene23661	Xelaev18035645m	chr7L		
gene23662	kiaa0040.S	chr4S		
gene23663	Xelaev18038484m	chr8L		
gene23664	Xelaev18002879m	Scaffold37		
gene23665	Xetrov90025415m.L	chr9_10L		
gene23666	Xelaev18009812m	chr1S		
gene23667	Xelaev18012798m	chr2L		
gene23668	Xelaev18023150m	chr4L		
gene23669	Xelaev18004294m	Scaffold76		
gene23670	Xelaev18008189m	chr1L		
gene23671	LOC101733619.S	chr1S		
gene23672	Xelaev18001823m	Scaffold24		
gene23673	Xelaev18028890m	chr5S		
gene23674	Xelaev18005337m	chr1L		
gene23675	Xelaev18012855m	chr2L		
gene23676	Xelaev18010272m	chr1S		
gene23677	Xelaev18033944m	chr6S		
gene23678	Xelaev18022618m	chr4L		
gene23679	Xelaev18007768m	chr1L		
gene23680	Xelaev18013112m	chr2L		
gene23681	Xelaev18009223m	chr1S		
gene23682	Xelaev18031432m	chr6L		
gene23683	Xelaev18001274m	Scaffold21635		
gene23684	Xelaev18030688m	chr6L		
gene23685	Xelaev18006523m	chr1L		
gene23686	Xelaev18032821m	chr6S		
gene23687	Xelaev18007139m	chr1L		
gene23688	Xelaev18038728m	chr8L		
gene23689	Xelaev18014048m	chr2L		
gene23690	tmprss11a.S	chr1S		
gene23691	Xelaev18024010m	chr4L		
gene23692	Xelaev18037234m	chr7S		
gene23693	Xelaev18001986m	Scaffold26		
gene23694	Xelaev18011588m	chr2L		
gene23695	Xelaev18036491m	chr7L		
gene23696	LOC105945872.L	chr1L		
gene23697	Xetrov90003657m.S	chr5S		
gene23698	Xelaev18011198m	chr2L		
gene23699	Xelaev18041865m	chr8S		
gene23700	Xelaev18023952m	chr4L		
gene23701	Xelaev18000393m	Scaffold153		
gene23702	Xelaev18012008m	chr2L		
gene23703	Xelaev18002390m	Scaffold2961		
gene23704	Xelaev18008240m	chr1L		
gene23705	Xelaev18042558m	chr8S		
gene23706	Xelaev18004426m	Scaffold8093		
gene23707	Xelaev18006810m	chr1L		
gene23708	Xelaev18001888m	Scaffold24485		
gene23709	Xelaev18033177m	chr6S		
gene23710	LOC101734605.L	chr3L		
gene23711	Xelaev18006827m	chr1L		
gene23712	Xelaev18008255m	chr1L		
gene23713	LOC101732896.S	chr1S		
gene23714	Xetrov90030004m.L	chr1L		
gene23715	LOC733753.S	chr5S		
gene23716	Xelaev18026881m	chr5L		
gene23717	Xelaev18032222m	chr6L		
gene23718	Xelaev18034359m	chr7L		
gene23719	Xelaev18031954m	chr6L		
gene23720	rab37.S	chr9_10S		
gene23721	Xelaev18042009m	chr8S		
gene23722	Xelaev18004148m	Scaffold71		
gene23723	Xelaev18015296m	chr2S		
gene23724	Xelaev18045656m	chr9_10L		
gene23725	Xelaev18010553m	chr1S		
gene23726	Xelaev18034124m	chr6S		
gene23727	Xelaev18013156m	chr2L		
gene23728	Xelaev18031796m	chr6L		
gene23729	Xelaev18042177m	chr8S		
gene23730	Xelaev18001646m	Scaffold22		
gene23731	Xelaev18005138m	chr1L		
gene23732	Xelaev18031477m	chr6L		
gene23733	Xelaev18008589m	chr1L		
gene23734	Xelaev18042850m	chr8S		
gene23735	Xelaev18004457m	Scaffold8130		
gene23736	Xelaev18013449m	chr2L		
gene23737	Xelaev18005486m	chr1L		
gene23738	Xelaev18020892m	chr3S		
gene23739	Xelaev18006036m	chr1L		
gene23740	gabrb2.S	chr3S		
gene23741	Xelaev18019155m	chr3L		
gene23742	Xelaev18029482m	chr5S		
gene23743	Xelaev18031382m	chr6L		
gene23744	pisd-like.2.S	chr9_10S		
gene23745	Xelaev18021717m	chr4L		
gene23746	Xelaev18040439m	chr8L		
gene23747	Xelaev18020133m	chr3S		
gene23748	Xelaev18027052m	chr5L		
gene23749	Xelaev18004706m	Scaffold97		
gene23750	Xelaev18034040m	chr6S		
gene23751	Xelaev18018931m	chr3L		
gene23752	Xelaev18022067m	chr4L		
gene23753	Xelaev18020173m	chr3S		
gene23754	Xelaev18026740m	chr5L		
gene23755	Xelaev18018393m	chr3L		
gene23756	Xelaev18043494m	chr9_10L		
gene23757	atp2b1.L	chr3L		
gene23758	Xelaev18037348m	chr7S		
gene23759	Xelaev18022639m	chr4L		
gene23760	Xelaev18013227m	chr2L		
gene23761	Xelaev18038304m	chr8L		
gene23762	Xelaev18004087m	Scaffold68		
gene23763	Xelaev18003534m	Scaffold49961		
gene23764	Xelaev18004111m	Scaffold69001		
gene23765	Xelaev18003633m	Scaffold52276		
gene23766	Xelaev18037250m	chr7S		
gene23767	Xelaev18029004m	chr5S		
gene23768	Xelaev18034527m	chr7L		
gene23769	Xelaev18033457m	chr6S		
gene23770	Xelaev18039034m	chr8L		
gene23771	Xetrov90029799m.L	chr8L		
gene23772	Xelaev18007255m	chr1L		
gene23773	Xelaev18011744m	chr2L		
gene23774	Xelaev18006323m	chr1L		
gene23775	Xelaev18008700m	chr1S		
gene23776	Xelaev18004306m	Scaffold763		
gene23777	LOC101730807.L	chr6L		
gene23778	LOC100488442.S	chr5S		
gene23779	Xelaev18001697m	Scaffold23		
gene23780	Xelaev18041908m	chr8S		
gene23781	Xelaev18005023m	chr1L		
gene23782	Xelaev18047940m	chr9_10S		
gene23783	Xelaev18024059m	chr4L		
gene23784	Xelaev18046273m	chr9_10S		
gene23785	Xelaev18036608m	chr7S		
gene23786	Xelaev18023552m	chr4L		
gene23787	LOC101733142.L	chr5L		
gene23788	Xelaev18002760m	Scaffold35		
gene23789	Xelaev18041537m	chr8S		
gene23790	Xelaev18011157m	chr1S		
gene23791	Xelaev18023980m	chr4L		
gene23792	Xelaev18009779m	chr1S		
gene23793	Xelaev18003924m	Scaffold61339		
gene23794	Xelaev18028261m	chr5L		
gene23795	Xelaev18038471m	chr8L		
gene23796	Xetrov90024097m.S	chr9_10S		
gene23797	Xelaev18004078m	Scaffold6763		
gene23798	Xelaev18009621m	chr1S		
gene23799	Xetrov90028062m.1	Scaffold75		
gene23800	Xelaev18015798m	chr2S		
gene23801	LOC100492546-like.S	chr6S		
gene23802	Xelaev18000173m	Scaffold116		
gene23803	Xelaev18024989m	chr4S		
gene23804	Xelaev18011555m	chr2L		
gene23805	Xelaev18035837m	chr7L		
gene23806	Xelaev18025621m	chr4S		
gene23807	Xelaev18024959m	chr4S		
gene23808	Xelaev18023368m	chr4L		
gene23809	Xelaev18013323m	chr2L		
gene23810	Xelaev18027737m	chr5L		
gene23811	Xelaev18011626m	chr2L		
gene23812	Xelaev18004210m	Scaffold73		
gene23813	Xelaev18026264m	chr5L		
gene23814	Xelaev18011135m	chr1S		
gene23815	klhl38.S	chr6S		
gene23816	Xelaev18029126m	chr5S		
gene23817	LOC101734609.L	chr5L		
gene23818	Xelaev18006086m	chr1L		
gene23819	Xelaev18028068m	chr5L		
gene23820	rltpr.L	chr4L		
gene23821	Xelaev18007238m	chr1L		
gene23822	Xetrov90012125m.S	chr4S		
gene23823	Xelaev18000470m	Scaffold17320		
gene23824	Xelaev18014455m	chr2S		
gene23825	Xelaev18047602m	chr9_10S		
gene23826	Xelaev18016303m	chr2S		
gene23827	Xelaev18046246m	chr9_10S		
gene23828	Xelaev18009053m	chr1S		
gene23829	LOC100485132.L	chr4L		
gene23830	Xelaev18018297m	chr3L		
gene23831	Xetrov90017311m.S	chr5S		
gene23832	Xelaev18027231m	chr5L		
gene23833	Xelaev18020563m	chr3S		
gene23834	Xelaev18005227m	chr1L		
gene23835	Xelaev18033418m	chr6S		
gene23836	Xelaev18033207m	chr6S		
gene23837	Xelaev18006028m	chr1L		
gene23838	Xelaev18038733m	chr8L		
gene23839	Xelaev18044594m	chr9_10L		
gene23840	Xelaev18019352m	chr3L		
gene23841	Xelaev18010126m	chr1S		
gene23842	Xelaev18009502m	chr1S		
gene23843	Xelaev18032239m	chr6L		
gene23844	Xelaev18019328m	chr3L		
gene23845	Xelaev18023827m	chr4L		
gene23846	Xetrov90028065m.L	chr4L		
gene23847	Xetrov90024346m.S	chr3S		
gene23848	Xelaev18004730m	Scaffold980		
gene23849	Xelaev18003829m	Scaffold58722		
gene23850	il7r.S	chr1S		
gene23851	Xetrov90003667m.L	chr9_10L		
gene23852	Xelaev18001754m	Scaffold23327		
gene23853	Xelaev18037106m	chr7S		
gene23854	Xetrov90016534m.S	chr6S		
gene23855	Xelaev18035668m	chr7L		
gene23856	Xelaev18013084m	chr2L		
gene23857	Xetrov90027117m.S	Scaffold19		
gene23858	Xelaev18029383m	chr5S		
gene23859	Xelaev18014429m	chr2S		
gene23860	notch4.L	chr8L		
gene23861	Xetrov90011183m.L	chr4L		
gene23862	Xetrov90007930m.L	chr3L		
gene23863	Xelaev18004442m	Scaffold81		
gene23864	LOC100497500.S	chr1S		
gene23865	Xelaev18037634m	chr7S		
gene23866	Xelaev18043010m	chr8S		
gene23867	Xelaev18016310m	chr2S		
gene23868	Xelaev18022354m	chr4L		
gene23869	Xelaev18004687m	Scaffold95		
gene23870	Xelaev18043474m	chr9_10L		
gene23871	Xelaev18029737m	chr5S		
gene23872	Xelaev18012731m	chr2L		
gene23873	Xelaev18000202m	Scaffold122		
gene23874	Xetrov90013338m.S	chr9_10S		
gene23875	Xelaev18018023m	chr3L		
gene23876	Xelaev18004460m	Scaffold818		
gene23877	Xelaev18008876m	chr1S		
gene23878	Xelaev18001689m	Scaffold22934		
gene23879	vmo1.L	chr3L		
gene23880	LOC100491930.L	chr3L		
gene23881	whsc1l1.S	chr3S		
gene23882	Xelaev18033199m	chr6S		
gene23883	Xelaev18022078m	chr4L		
gene23884	Xelaev18003887m	Scaffold60		
gene23885	Xelaev18030999m	chr6L		
gene23886	Xelaev18024221m	chr4S		
gene23887	Xelaev18047664m	chr9_10S		
gene23888	LOC100145473.S	chr2S		
gene23889	Xelaev18041329m	chr8S		
gene23890	Xelaev18043729m	chr9_10L		
gene23891	Xelaev18034715m	chr7L		
gene23892	Xelaev18019643m	chr3L		
gene23893	Xelaev18013230m	chr2L		
gene23894	LOC101730321.L	chr3L		
gene23895	Xelaev18003161m	Scaffold42		
gene23896	Xelaev18020103m	chr3S		
gene23897	Xelaev18021080m	chr3S		
gene23898	Xelaev18008480m	chr1L		
gene23899	Xelaev18005532m	chr1L		
gene23900	Xelaev18002811m	Scaffold36		
gene23901	hepacam2.S	chr6S		
gene23902	Xetrov90011282m.L	chr1L		
gene23903	Xelaev18007297m	chr1L		
gene23904	Xelaev18035943m	chr7L		
gene23905	Xelaev18047948m	chr9_10S		
gene23906	Xelaev18009416m	chr1S		
gene23907	Xelaev18028846m	chr5S		
gene23908	Xelaev18006312m	chr1L		
gene23909	Xelaev18005116m	chr1L		
gene23910	Xelaev18010303m	chr1S		
gene23911	Xelaev18024435m	chr4S		
gene23912	Xelaev18000604m	Scaffold19		
gene23913	Xelaev18035900m	chr7L		
gene23914	Xelaev18002651m	Scaffold33		
gene23915	Xelaev18006747m	chr1L		
gene23916	Xelaev18022916m	chr4L		
gene23917	Xelaev18026760m	chr5L		
gene23918	Xetrov90030765m.S	chr7S		
gene23919	Xelaev18000013m	Scaffold101		
gene23920	Xelaev18012779m	chr2L		
gene23921	Xelaev18024265m	chr4S		
gene23922	Xelaev18034181m	chr7L		
gene23923	Xelaev18015739m	chr2S		
gene23924	Xelaev18009355m	chr1S		
gene23925	Xetrov90008961m.L	chr3L		
gene23926	Xelaev18024015m	chr4L		
gene23927	Xelaev18032365m	chr6L		
gene23928	Xetrov90006957m.S	chr2S		
gene23929	Xelaev18009578m	chr1S		
gene23930	Xelaev18033886m	chr6S		
gene23931	Xelaev18034904m	chr7L		
gene23932	LOC101734106.S	chr5S		
gene23933	Xelaev18037450m	chr7S		
gene23934	Xetrov90002491m.1	Scaffold41224		
gene23935	Xelaev18017884m	chr3L		
gene23936	Xetrov90011361m.L	chr4L		
gene23937	Xelaev18028322m	chr5L		
gene23938	Xelaev18013088m	chr2L		
gene23939	Xelaev18033723m	chr6S		
gene23940	Xelaev18015385m	chr2S		
gene23941	Xelaev18043970m	chr9_10L		
gene23942	LOC101735289.L	chr2L		
gene23943	Xelaev18000517m	Scaffold18689		
gene23944	Xelaev18002157m	Scaffold280		
gene23945	Xelaev18039429m	chr8L		
gene23946	Xelaev18044544m	chr9_10L		
gene23947	Xelaev18012312m	chr2L		
gene23948	Xelaev18016413m	chr2S		
gene23949	Xelaev18042019m	chr8S		
gene23950	Xelaev18019433m	chr3L		
gene23951	Xelaev18013974m	chr2L		
gene23952	LOC105946937.L	chr3L		
gene23953	Xetrov90022094m.L	chr8L		
gene23954	Xelaev18002747m	Scaffold35		
gene23955	Xelaev18012569m	chr2L		
gene23956	LOC100488736-like.1.1	Scaffold32366		
gene23957	Xelaev18032787m	chr6S		
gene23958	Xetrov90018921m.S	chr7S		
gene23959	Xelaev18002100m	Scaffold273		
gene23960	Xelaev18038910m	chr8L		
gene23961	Xelaev18016875m	chr3L		
gene23962	Xelaev18009843m	chr1S		
gene23963	Xelaev18005640m	chr1L		
gene23964	Xelaev18008028m	chr1L		
gene23965	Xelaev18047869m	chr9_10S		
gene23966	Xelaev18017100m	chr3L		
gene23967	Xelaev18031096m	chr6L		
gene23968	Xelaev18004848m	chr1L		
gene23969	Xelaev18044706m	chr9_10L		
gene23970	Xelaev18021251m	chr3S		
gene23971	Xetrov90015394m.S	chr6S		
gene23972	Xetrov90014211m.L	chr5L		
gene23973	Xelaev18037425m	chr7S		
gene23974	gprin1.S	chr3S		
gene23975	LOC100494033.L	chr5L		
gene23976	Xelaev18006037m	chr1L		
gene23977	Xelaev18006443m	chr1L		
gene23978	Xelaev18023381m	chr4L		
gene23979	Xelaev18044682m	chr9_10L		
gene23980	sdhc.L	chr8L		
gene23981	Xelaev18029316m	chr5S		
gene23982	Xelaev18006470m	chr1L		
gene23983	Xelaev18019972m	chr3S		
gene23984	Xetrov90013016m.S	chr5S		
gene23985	Xelaev18002409m	Scaffold30		
gene23986	Xelaev18002160m	Scaffold28229		
gene23987	Xelaev18020816m	chr3S		
gene23988	Xelaev18034948m	chr7L		
gene23989	Xelaev18007227m	chr1L		
gene23990	Xelaev18009049m	chr1S		
gene23991	Xelaev18026149m	chr5L		
gene23992	Xelaev18030091m	chr5S		
gene23993	Xelaev18041756m	chr8S		
gene23994	Xelaev18000072m	Scaffold107		
gene23995	Xelaev18004522m	Scaffold8507		
gene23996	Xelaev18003995m	Scaffold65		
gene23997	Xelaev18004790m	chr1L		
gene23998	Xelaev18004084m	Scaffold68		
gene23999	Xelaev18024764m	chr4S		
gene24000	Xelaev18036337m	chr7L		
gene24001	Xelaev18038659m	chr8L		
gene24002	Xelaev18044386m	chr9_10L		
gene24003	Xelaev18029070m	chr5S		
gene24004	Xetrov90015370m.L	chr5L		
gene24005	LOC100490018.L	chr1L		
gene24006	Xelaev18007693m	chr1L		
gene24007	Xelaev18029403m	chr5S		
gene24008	LOC101731218.S	chr4S		
gene24009	Xelaev18028196m	chr5L		
gene24010	Xelaev18033129m	chr6S		
gene24011	Xelaev18019491m	chr3L		
gene24012	Xelaev18012845m	chr2L		
gene24013	Xelaev18007276m	chr1L		
gene24014	Xelaev18047003m	chr9_10S		
gene24015	Xelaev18004344m	Scaffold78		
gene24016	Xelaev18016777m	chr3L		
gene24017	Xelaev18020587m	chr3S		
gene24018	Xelaev18006055m	chr1L		
gene24019	Xelaev18044445m	chr9_10L		
gene24020	Xelaev18029709m	chr5S		
gene24021	Xelaev18004465m	Scaffold82		
gene24022	Xelaev18004509m	Scaffold84		
gene24023	Xelaev18038298m	chr8L		
gene24024	Xelaev18029743m	chr5S		
gene24025	Xelaev18037240m	chr7S		
gene24026	Xelaev18006005m	chr1L		
gene24027	Xelaev18039671m	chr8L		
gene24028	LOC101732656.L	chr7L		
gene24029	Xelaev18019461m	chr3L		
gene24030	cars2.S	chr2S		
gene24031	Xelaev18029416m	chr5S		
gene24032	Xelaev18010194m	chr1S		
gene24033	Xelaev18022558m	chr4L		
gene24034	Xetrov90002291m.L	chr1L		
gene24035	Xelaev18040452m	chr8L		
gene24036	Xelaev18014288m	chr2S		
gene24037	sh2d2a.S	chr8S		
gene24038	Xelaev18003792m	Scaffold57516		
gene24039	Xetrov90029821m.L	Scaffold54		
gene24040	Xelaev18034944m	chr7L		
gene24041	Xelaev18000491m	Scaffold18077		
gene24042	Xelaev18024649m	chr4S		
gene24043	Xelaev18018680m	chr3L		
gene24044	Xelaev18030631m	chr6L		
gene24045	Xelaev18012554m	chr2L		
gene24046	Xelaev18017348m	chr3L		
gene24047	Xelaev18043426m	chr9_10L		
gene24048	Xelaev18036958m	chr7S		
gene24049	Xelaev18012750m	chr2L		
gene24050	Xelaev18011362m	chr2L		
gene24051	Xelaev18008412m	chr1L		
gene24052	Xelaev18039866m	chr8L		
gene24053	Xelaev18030031m	chr5S		
gene24054	Xelaev18047182m	chr9_10S		
gene24055	Xelaev18040437m	chr8L		
gene24056	Xelaev18002065m	Scaffold27		
gene24057	Xelaev18008723m	chr1S		
gene24058	Xelaev18032315m	chr6L		
gene24059	Xelaev18038101m	chr8L		
gene24060	LOC105945479	Scaffold3603		
gene24061	Xelaev18025766m	chr4S		
gene24062	Xelaev18005277m	chr1L		
gene24063	Xelaev18035109m	chr7L		
gene24064	Xelaev18003289m	Scaffold44955		
gene24065	Xetrov90006958m.L	chr2L		
gene24066	Xelaev18029367m	chr5S		
gene24067	Xetrov90024387m.S	chr9_10S		
gene24068	Xelaev18003839m	Scaffold59		
gene24069	Xelaev18015602m	chr2S		
gene24070	Xelaev18008468m	chr1L		
gene24071	Xelaev18013564m	chr2L		
gene24072	Xelaev18012831m	chr2L		
gene24073	Xelaev18006706m	chr1L		
gene24074	Xelaev18039236m	chr8L		
gene24075	Xelaev18027478m	chr5L		
gene24076	Xelaev18046964m	chr9_10S		
gene24077	Xelaev18038641m	chr8L		
gene24078	Xelaev18036727m	chr7S		
gene24079	Xelaev18020326m	chr3S		
gene24080	Xelaev18035799m	chr7L		
gene24081	Xelaev18020047m	chr3S		
gene24082	LOC100494615.S	chr3S		
gene24083	Xelaev18010187m	chr1S		
gene24084	LOC105945417.L	chr2L		
gene24085	Xelaev18035059m	chr7L		
gene24086	Xelaev18007113m	chr1L		
gene24087	Xelaev18002625m	Scaffold321		
gene24088	Xelaev18000566m	Scaffold19		
gene24089	Xelaev18041623m	chr8S		
gene24090	Xelaev18040124m	chr8L		
gene24091	Xelaev18018555m	chr3L		
gene24092	Xelaev18045728m	chr9_10L		
gene24093	Xelaev18034658m	chr7L		
gene24094	Xelaev18000508m	Scaffold185		
gene24095	Xelaev18004474m	Scaffold82		
gene24096	adat3.L	chr7L		
gene24097	Xelaev18007332m	chr1L		
gene24098	Xelaev18021764m	chr4L		
gene24099	Xelaev18013090m	chr2L		
gene24100	Xelaev18011380m	chr2L		
gene24101	Xelaev18002987m	Scaffold39		
gene24102	LOC100487224.L	chr7L		
gene24103	ifngr2.2.S	chr2S		
gene24104	Xelaev18004244m	Scaffold7315		
gene24105	or1j4.L	chr3L		
gene24106	Xelaev18023982m	chr4L		
gene24107	Xelaev18008813m	chr1S		
gene24108	Xelaev18000083m	Scaffold107		
gene24109	Xelaev18041074m	chr8S		
gene24110	Xelaev18040247m	chr8L		
gene24111	Xelaev18004245m	Scaffold73386		
gene24112	Xelaev18004596m	Scaffold89		
gene24113	Xelaev18019929m	chr3S		
gene24114	Xelaev18047180m	chr9_10S		
gene24115	Xelaev18013466m	chr2L		
gene24116	Xelaev18003774m	Scaffold57		
gene24117	Xelaev18040952m	chr8L		
gene24118	Xelaev18001893m	Scaffold2463		
gene24119	Xelaev18013105m	chr2L		
gene24120	LOC100497501.L	chr1L		
gene24121	Xelaev18001715m	Scaffold23		
gene24122	Xelaev18035631m	chr7L		
gene24123	Xelaev18042764m	chr8S		
gene24124	Xelaev18032742m	chr6S		
gene24125	Xetrov90000002m.S	chr1S		
gene24126	parp12.L	Scaffold31		
gene24127	Xelaev18004976m	chr1L		
gene24128	Xelaev18004831m	chr1L		
gene24129	Xetrov90019105m.L	chr7L		
gene24130	Xelaev18030365m	chr6L		
gene24131	Xelaev18018144m	chr3L		
gene24132	Xelaev18019452m	chr3L		
gene24133	Xelaev18036143m	chr7L		
gene24134	Xelaev18000536m	Scaffold19		
gene24135	LOC101735121-like.L	chr5L		
gene24136	Xelaev18004153m	Scaffold71		
gene24137	Xelaev18034011m	chr6S		
gene24138	Xelaev18042262m	chr8S		
gene24139	Xelaev18045285m	chr9_10L		
gene24140	Xelaev18037122m	chr7S		
gene24141	Xelaev18015883m	chr2S		
gene24142	Xelaev18035196m	chr7L		
gene24143	Xelaev18002953m	Scaffold38		
gene24144	Xelaev18001651m	Scaffold22		
gene24145	zcchc2.S	chr6S		
gene24146	Xetrov90010172m.S	Scaffold26		
gene24147	Xelaev18040379m	chr8L		
gene24148	Xetrov90022670m.L	Scaffold22		
gene24149	tmem199.S	chr2S		
gene24150	Xelaev18043805m	chr9_10L		
gene24151	Xetrov90021787m.L	chr8L		
gene24152	Xelaev18017881m	chr3L		
gene24153	Xetrov90000012m.L	chr1L		
gene24154	Xetrov90015108m.L	Scaffold24		
gene24155	Xelaev18021411m	chr3S		
gene24156	Xelaev18000119m	Scaffold11092		
gene24157	Xelaev18042861m	chr8S		
gene24158	Xetrov90014822m.L	chr5L		
gene24159	Xelaev18009619m	chr1S		
gene24160	Xetrov90003795m.L	chr7L		
gene24161	LOC100492960.S	chr2S		
gene24162	Xelaev18046840m	chr9_10S		
gene24163	slurp1l.L	chr4L		
gene24164	Xelaev18001224m	Scaffold21		
gene24165	Xelaev18024691m	chr4S		
gene24166	Xelaev18019487m	chr3L		
gene24167	LOC105947835.S	chr3S		
gene24168	Xelaev18034047m	chr6S		
gene24169	LOC105947003.L	chr4L		
gene24170	Xelaev18009056m	chr1S		
gene24171	Xelaev18040591m	chr8L		
gene24172	Xelaev18000530m	Scaffold19		
gene24173	Xelaev18041760m	chr8S		
gene24174	Xelaev18003930m	Scaffold62		
gene24175	Xelaev18022800m	chr4L		
gene24176	Xelaev18001627m	Scaffold22		
gene24177	Xelaev18032139m	chr6L		
gene24178	Xelaev18014211m	chr2S		
gene24179	Xelaev18025170m	chr4S		
gene24180	Xetrov90011051m.L	chr6L		
gene24181	Xelaev18045709m	chr9_10L		
gene24182	Xelaev18039952m	chr8L		
gene24183	Xelaev18020483m	chr3S		
gene24184	Xelaev18020323m	chr3S		
gene24185	Xelaev18033399m	chr6S		
gene24186	Xelaev18016515m	chr2S		
gene24187	Xelaev18022944m	chr4L		
gene24188	Xelaev18022096m	chr4L		
gene24189	Xelaev18015118m	chr2S		
gene24190	Xelaev18024018m	chr4L		
gene24191	Xelaev18026010m	chr4S		
gene24192	Xelaev18019693m	chr3S		
gene24193	Xetrov90027025m.L	Scaffold54		
gene24194	Xelaev18026350m	chr5L		
gene24195	Xelaev18029275m	chr5S		
gene24196	Xelaev18027068m	chr5L		
gene24197	Xelaev18016716m	chr3L		
gene24198	Xelaev18047760m	chr9_10S		
gene24199	Xelaev18000629m	Scaffold19		
gene24200	mrps28.L	chr6L		
gene24201	LOC100485387-like.1.L	chr2L		
gene24202	Xelaev18016061m	chr2S		
gene24203	Xelaev18038029m	chr7S		
gene24204	Xelaev18003467m	Scaffold48		
gene24205	Xelaev18012293m	chr2L		
gene24206	Xelaev18038793m	chr8L		
gene24207	Xelaev18016350m	chr2S		
gene24208	Xelaev18028470m	chr5S		
gene24209	Xelaev18011081m	chr1S		
gene24210	LOC101733572.S	chr1S		
gene24211	Xelaev18019597m	chr3L		
gene24212	Xelaev18031873m	chr6L		
gene24213	Xelaev18000994m	Scaffold20		
gene24214	Xelaev18006273m	chr1L		
gene24215	Xelaev18043476m	chr9_10L		
gene24216	Xelaev18017131m	chr3L		
gene24217	Xetrov90012175m.S	chr4S		
gene24218	LOC105947595.L	chr6L		
gene24219	Xelaev18030200m	chr5S		
gene24220	Xelaev18011648m	chr2L		
gene24221	Xelaev18004292m	Scaffold76		
gene24222	Xelaev18028208m	chr5L		
gene24223	Xelaev18044534m	chr9_10L		
gene24224	LOC100486380.L	chr1L		
gene24225	Xelaev18004536m	Scaffold8693		
gene24226	Xelaev18044421m	chr9_10L		
gene24227	Xelaev18026452m	chr5L		
gene24228	Xelaev18011065m	chr1S		
gene24229	Xelaev18022640m	chr4L		
gene24230	coro7.S	chr9_10S		
gene24231	Xelaev18033206m	chr6S		
gene24232	Xelaev18007157m	chr1L		
gene24233	Xetrov90030993m.L	chr1L		
gene24234	Xelaev18008197m	chr1L		
gene24235	Xelaev18022413m	chr4L		
gene24236	Xelaev18042139m	chr8S		
gene24237	Xelaev18033720m	chr6S		
gene24238	nsun5.1.L	Scaffold28		
gene24239	Xelaev18015272m	chr2S		
gene24240	Xetrov90002531m.S	chr1S		
gene24241	Xelaev18034436m	chr7L		
gene24242	Xelaev18006163m	chr1L		
gene24243	Xetrov90017259m.L	chr6L		
gene24244	Xelaev18019165m	chr3L		
gene24245	Xelaev18018689m	chr3L		
gene24246	Xelaev18035795m	chr7L		
gene24247	Xelaev18031785m	chr6L		
gene24248	Xelaev18008791m	chr1S		
gene24249	Xelaev18042075m	chr8S		
gene24250	LOC101734704.L	chr7L		
gene24251	Xelaev18044258m	chr9_10L		
gene24252	Xelaev18021954m	chr4L		
gene24253	Xelaev18046819m	chr9_10S		
gene24254	enoph1.L	chr1L		
gene24255	Xelaev18000594m	Scaffold19		
gene24256	Xelaev18045619m	chr9_10L		
gene24257	Xelaev18004510m	Scaffold845		
gene24258	Xelaev18003446m	Scaffold48		
gene24259	Xelaev18035873m	chr7L		
gene24260	Xetrov90013369m.S	chr5S		
gene24261	Xelaev18042159m	chr8S		
gene24262	Xelaev18021057m	chr3S		
